FName(String),LName(String),AreaCode(String),Phone(String),City(String),State(String),Zip(String),MaritalStatus(String),HasChild(String),Salary(Float),Rate(Float),SingleExemp(Float),ChildExemp(Float) 
Spephan,Leiba, 605,174-1890,HERREID,SD,57632,M,N,24000,0.0,0,0
Jerzy,Lovato, 720,148-1671,MC COY,CO,80463,M,N,33000,4.63,0,0
Karthik,Mines, 336,178-1974,PINE LEVEL,NC,27568,S,Y,69500,7.1905594,3300,3300
Atri,Koshiba, 773,195-1718,CARLINVILLE,IL,62626,S,Y,28000,3.0,2000,2000
Leucio,Breuleux, 857,139-2066,BOSTON,MA,02163,M,N,8500,5.3,0,0
Aidan,Landherr, 325,192-1816,POTH,TX,78147,M,N,95000,0.0,0,0
Geoffry,Lageweg, 803,168-1396,PELION,SC,29123,S,Y,65500,7.0,3300,3300
Kazuho,Meguro, 802,169-2093,BARRE,VT,05641,M,N,72000,4.437599,0,0
Prabuddha,Susskind, 724,166-1894,MCADOO,PA,18237,M,N,46000,3.07,0,0
Pierto,Demos, 601,198-1321,BROOKSVILLE,MS,39739,S,Y,48000,5.0,6000,1500
Jinwoo,Strasen, 719,175-1303,DENVER,CO,80279,S,Y,72500,4.63,0,0
Chane,Slutz, 401,118-1679,SAUNDERSTOWN,RI,02874,S,Y,13500,0.0,0,0
Subra,Balcazar, 636,145-2073,HOPKINS,MO,64461,S,Y,79500,6.0,2100,1200
Jialin,Tsiligaridis, 406,198-1121,WHITEWATER,MT,59544,M,Y,57000,6.9,0,1900
Khalil,Papakostas, 781,181-2042,WILLIAMSBURG,MA,01096,S,N,95500,5.3,3575,0
Adib,Kader, 314,141-1564,LAWSON,MO,64062,S,Y,23500,6.0,2100,1200
Ladjel,Styblinski, 641,172-1868,PLOVER,IA,50573,S,Y,8500,1.4763067,40,40
Inhye,Peak, 918,157-2081,OKLAHOMA CITY,OK,73132,M,N,80500,6.25,0,0
Adhemar,Heuser, 561,144-1472,TAMPA,FL,33611,M,N,63000,0.0,0,0
Zhenyi,Rokusawa, 701,148-2071,AYR,ND,58007,M,N,99000,2.9033427,0,0
Marinette,Lagarias, 607,165-1875,EAST NASSAU,NY,12062,S,Y,9000,4.0057926,0,1000
Rama,Chnag, 612,167-1891,DEERWOOD,MN,56444,S,Y,77000,7.85,3300,3300
Bernard,Mussa, 406,149-1877,HALL,MT,59837,M,N,59000,6.9,0,0
Stamatis,Pakkan, 253,112-2035,SPANGLE,WA,99031,S,Y,52500,0.0,0,0
Talal,Kernebeck, 808,136-1064,KUNIA,HI,96759,M,N,76500,8.25,0,0
Luddy,Moudgil, 304,179-1303,SHENANDOAH JUNCTION,WV,25442,M,N,31500,4.505,0,0
Jussara,Vines, 203,162-1090,EAST CANAAN,CT,06024,S,Y,11000,5.0,12750,0
Takehiko,Felciano, 801,145-1268,PINE VALLEY,UT,84781,S,Y,77000,7.0,2475,2475
Xianjing,Nuzman, 434,161-2071,WARSAW,VA,22572,M,N,37000,5.75,0,0
Andrew,Corno, 203,178-1502,NEW CANAAN,CT,06840,M,N,23500,5.0,0,0
Zheru,Gerbig, 270,174-1902,LEXINGTON,KY,40583,M,N,64500,5.416667,0,0
Javad,Carpineto, 334,146-1269,BIRMINGHAM,AL,35282,M,N,36500,5.0,0,0
Chizuko,Watanabe, 615,100-1637,RUTHERFORD,TN,38369,S,Y,93500,0.0,0,0
Weixiong,Rosendale, 913,186-1209,WICHITA,KS,67228,M,Y,500,3.5,0,2250
Tsvetan,Wolpe, 757,161-1489,CULLEN,VA,23934,M,N,72500,5.75,0,0
Milo,Skawa, 334,158-1761,BREMEN,AL,35033,S,Y,21500,5.0,1500,300
Gwenael,Cicchetti, 860,142-1370,NIANTIC,CT,06357,S,Y,14500,5.0,12750,0
Lisa,Insfran, 520,177-1100,PHOENIX,AZ,85032,S,Y,52500,3.52875,2100,2300
Theodosios,Achugbue, 703,120-1948,BRODNAX,VA,23920,S,Y,57000,5.75,900,900
Shaygan,Arthur, 772,168-1891,TITUSVILLE,FL,32796,M,N,69000,0.0,0,0
Othmar,Kainaga, 801,153-1568,PORTAGE,UT,84331,M,N,40500,7.0,0,0
Nobuyoshi,Brinkschulte, 540,147-1450,COVESVILLE,VA,22931,M,N,65500,5.75,0,0
Chaouki,Flexer, 218,161-1989,YOUNG AMERICA,MN,55551,M,N,70000,7.85,0,0
Hyo,Vainstein, 912,144-1768,WATKINSVILLE,GA,30677,S,Y,15000,6.0,2700,3000
Romas,Bent, 518,192-1938,COLLIERSVILLE,NY,13747,S,Y,69000,4.3533535,0,1000
Bodo,Orozco, 901,130-1753,MASON,TN,38049,M,N,76500,0.0,0,0
Maheswara,Mineiro, 402,172-1599,MASKELL,NE,68751,S,Y,21500,5.952033,103,103
Moon,Gurzi, 361,113-1437,ELSA,TX,78543,S,Y,93000,0.0,0,0
Arlindo,Argamon, 540,178-1306,BERRYVILLE,VA,22611,M,Y,78500,5.75,0,900
Kadir,Ambriola, 541,121-1595,CURTIN,OR,97428,S,Y,3500,5.8717947,159,159
Mariangiola,Mossack, 203,130-1558,STEVENSON,CT,06491,S,Y,42500,5.0,12750,0
Shaz,Scofield, 207,187-1910,NEWRY,ME,04261,M,Y,86500,8.5,0,2850
Karen,Naccache, 719,133-1061,EVERGREEN,CO,80439,M,N,16500,4.63,0,0
Kalidou,Schlattmann, 603,159-1062,JACKSON,NH,03846,S,Y,81500,0.0,0,0
Yuping,Ouellet, 808,189-1315,LAHAINA,HI,96761,S,Y,81000,8.25,1040,1040
Vasanth,Minei, 907,122-1873,CLEAR,AK,99704,M,N,27500,0.0,0,0
Rangachari,Sohoni, 503,124-1029,WEDDERBURN,OR,97491,M,N,52000,9.0,0,0
Luisa,Jervis, 509,171-1394,FEDERAL WAY,WA,98093,S,Y,27500,0.0,0,0
Ernestine,Promhouse, 605,160-1238,MARION,SD,57043,S,Y,7000,0.0,0,0
Gradimir,Nose, 931,125-1049,MEMPHIS,TN,38118,S,Y,15500,0.0,0,0
Vladislav,Chikaraishi, 503,101-1011,SALEM,OR,97302,M,N,49500,9.0,0,0
Martins,Luksch, 801,195-1019,DUCHESNE,UT,84021,M,N,24000,7.0,0,0
Abderrahmane,Lauterbach, 605,155-1383,DIMOCK,SD,57331,S,Y,53500,0.0,0,0
Josyula,Quiniou, 316,158-1981,AGRA,KS,67621,M,N,34000,6.45,0,0
Karsten,Ruget, 801,116-2044,RICHMOND,UT,84333,S,Y,72000,7.0,2475,2475
Chengqi,Holbrook, 440,136-1359,THURMAN,OH,45685,S,Y,95000,3.6995387,1300,1300
Kehong,Ulich, 720,131-1559,DENVER,CO,80264,M,N,81500,4.63,0,0
Srikant,Klosgen, 702,177-1000,LAS VEGAS,NV,89157,S,Y,92500,0.0,0,0
Zekeriya,Tharp, 406,175-1903,ABSAROKEE,MT,59001,S,Y,25000,6.9,1900,1900
Jesus,Wheen, 435,144-1367,SEVIER,UT,84766,M,N,58500,7.0,0,0
Grady,Creusere, 662,144-1172,BYHALIA,MS,38611,S,N,65500,5.0,6000,0
Hunter,Scollo, 503,115-1738,PORTLAND,OR,97254,M,Y,23000,9.0,0,159
Gudjon,Rozas, 678,172-1682,COLUMBUS,GA,31917,M,N,44500,6.0,0,0
Sallie,Rustenburg, 484,119-1763,PHILADELPHIA,PA,19129,M,N,90000,3.07,0,0
Chenghui,Cosma, 401,152-1180,EAST GREENWICH,RI,02818,M,N,6500,0.0,0,0
Yukihide,Peshkin, 860,159-1583,EAST GRANBY,CT,06026,M,Y,48000,5.0,0,0
Joergen,Whittlesey, 701,188-1548,LINTON,ND,58552,S,Y,9500,2.1,3300,3300
Landon,Perkins, 605,108-1746,SINAI,SD,57061,S,Y,97500,0.0,0,0
Aamod,Schuning, 702,156-1084,BAKER,NV,89311,S,Y,58000,0.0,0,0
Lynette,Nekvinda, 928,123-1147,TUCSON,AZ,85750,M,N,24000,3.087,0,0
Yucai,Caprasse, 947,114-1781,LANSING,MI,48951,S,Y,26500,3.9,3100,3100
Rense,Muharemagic, 787,120-1743,GUAYNABO,PR,00968,S,N,63000,0.0,0,0
Kalyanmoy,Slysz, 931,118-1225,HORNBEAK,TN,38232,M,N,6500,0.0,0,0
Hidenori,Stefani, 706,147-1070,GIBSON,GA,30810,S,Y,1000,1.2,2700,3000
Yongun,Bugrara, 302,119-1479,WILMINGTON,DE,19895,S,Y,60000,5.95,110,110
Wissal,Baayen, 603,163-1936,HOLLIS,NH,03049,M,N,54000,0.0,0,0
Niel,Goering, 210,170-1698,COAHOMA,TX,79511,M,N,33500,0.0,0,0
Wanli,Kakkar, 808,140-1063,KAUNAKAKAI,HI,96748,M,N,67000,8.25,0,0
Leong,Kaminger, 205,134-1461,COTTONWOOD,AL,36320,M,N,97500,5.0,0,0
Dominic,Mindt, 307,105-2028,GRANITE CANON,WY,82059,S,Y,24000,0.0,0,0
Hiromitsu,Eizirik, 803,162-1439,NORTH MYRTLE BEACH,SC,29597,S,Y,95000,7.0,3300,3300
Xuguang,Hervatic, 787,160-1083,ANASCO,PR,00610,M,N,93000,0.0,0,0
Kenton,Accomazzi, 720,180-1308,FAIRPLAY,CO,80440,S,Y,54000,4.63,0,0
Bhaskaran,Pampoukis, 860,189-2012,DURHAM,CT,06422,S,Y,46500,5.0,12750,0
Friedemann,Frison, 443,178-1823,PARKVILLE,MD,21234,S,Y,85500,4.75,2400,2400
Mick,Scheen, 623,196-1793,PHOENIX,AZ,85023,M,N,84000,4.017,0,0
Reto,Liddle, 701,135-1395,SOLEN,ND,58570,S,Y,50500,2.3411188,3300,3300
Stasys,Olbrich, 818,106-1029,VISALIA,CA,93279,S,Y,44500,9.3,87,272
Jamey,Kabakibo, 443,147-1542,BALTIMORE,MD,21263,S,Y,5500,4.75,2400,2400
Jesus,Goldhammer, 970,154-1377,STRATTON,CO,80836,M,N,42500,4.63,0,0
Matthew,Rouquie, 507,117-1145,HOLMES CITY,MN,56341,S,Y,45000,6.6568303,3300,3300
Oreste,Baar, 928,149-1387,CHANDLER,AZ,85225,M,N,30500,3.1877499,0,0
Kara,Demmel, 501,141-1984,EGYPT,AR,72427,S,Y,86000,7.0,20,20
Sidhar,Gwertzman, 404,144-1167,BUTLER,GA,31006,S,Y,29500,6.0,2700,3000
Zhimming,Elwasif, 701,152-1170,POWERS LAKE,ND,58773,M,N,84000,2.729459,0,0
Eric,Caine, 505,189-1912,TORREON,NM,87061,M,N,2500,1.7,0,0
Branka,Glowinski, 304,131-1441,CORINNE,WV,25826,S,Y,38500,4.995,2000,2000
Darwin,Etzioni, 503,155-1152,SALEM,OR,97314,M,N,7500,9.0,0,0
Toshiro,Havelund, 256,115-1942,JONES,AL,36749,S,Y,67500,5.0,1500,300
Gennadi,Koshiba, 402,103-1027,HAY SPRINGS,NE,69347,M,N,12500,4.353693,0,0
Yoshiji,Stouraitis, 802,150-1295,UNDERHILL,VT,05489,M,N,91500,4.8255606,0,0
Ben,Yigit, 334,101-1925,SILVERHILL,AL,36576,S,Y,48500,5.0,1500,300
Weizhen,Bolloju, 939,154-1081,AGUADILLA,PR,00605,S,Y,55000,0.0,0,0
Merrick,Korshunov, 307,125-1949,WAMSUTTER,WY,82336,S,Y,58000,0.0,0,0
Jihad,Priess, 315,150-1778,CANANDAIGUA,NY,14424,M,N,54500,4.2693596,0,0
Darrell,Herath, 816,150-1088,FENTON,MO,63026,S,Y,15500,6.0,2100,1200
Gul,Maksimenko, 308,122-2049,SAINT PAUL,NE,68873,S,Y,58500,6.84,103,103
Borislav,ONeill, 603,143-1564,HOLDERNESS,NH,03245,M,N,55500,0.0,0,0
Nari,Luit, 808,103-1369,J B P H H,HI,96860,S,Y,40000,8.25,1040,1040
Guenter,Sekiya, 918,173-1396,JONES,OK,73049,M,N,25000,6.25,0,0
Boman,Sluis, 870,141-1184,WHITE HALL,AR,71612,S,Y,77500,7.0,20,20
Bev,Tanner, 843,148-1471,LITTLE RIVER,SC,29566,M,N,84500,7.0,0,0
Athula,Strasen, 808,195-1855,HONOLULU,HI,96840,S,N,37000,7.7092104,1040,0
Vlatka,Torrigiani, 901,128-1552,NASHVILLE,TN,37224,S,Y,20500,0.0,0,0
Seijiro,Leite, 802,130-1958,NEW HAVEN,VT,05472,M,N,84500,4.686292,0,0
Boalin,Eliens, 909,100-1224,SAN FRANCISCO,CA,94115,M,N,59500,9.3,0,0
Loss,Schlegel, 602,138-1083,TEMPE,AZ,85283,S,Y,47500,3.4512498,2100,2300
Tilo,Szelepcsenyi, 504,131-1555,PERRY,LA,70575,M,N,17500,3.6,0,0
Abdelaziz,Rish, 316,192-1817,GARDEN PLAIN,KS,67050,S,Y,55500,6.45,2250,2250
Danette,Nivat, 802,137-1058,SHELBURNE,VT,05482,M,N,78500,4.5669193,0,0
Jakaob,Kuvayev, 202,126-1271,WASHINGTON,DC,20220,M,N,35000,9.0,0,0
Bozena,Litzkow, 304,117-1541,BURNSVILLE,WV,26335,M,N,47000,5.59,0,0
Nicola,Ruther, 785,157-2085,LENEXA,KS,66227,M,N,51000,6.45,0,0
Kalev,Angelopoulos, 980,112-1235,MOREHEAD CITY,NC,28557,M,N,2500,6.0,0,0
Luiza,Hackl, 205,131-1380,ALBERTVILLE,AL,35950,M,N,47000,5.0,0,0
Athushi,Tzitzikas, 651,135-1259,BATTLE LAKE,MN,56515,M,N,41500,6.470064,0,0
Arantza,Coates, 862,108-1335,TRENTON,NJ,08695,S,Y,95500,2.5906978,1000,1500
Ginger,Reinhart, 907,173-2096,EMMONAK,AK,99581,M,N,83500,0.0,0,0
Hatsukazu,Zahir, 615,156-1901,JOHNSON CITY,TN,37615,M,N,49000,0.0,0,0
Saharon,Hemerik, 785,185-1008,LAWRENCE,KS,66044,S,Y,33000,6.45,2250,2250
Baldeo,Souquieres, 267,143-1938,MOHRSVILLE,PA,19541,M,N,86500,3.07,0,0
Moss,Blanquart, 260,138-1261,ALBION,IN,46701,M,N,7000,3.4,0,0
Zhiwei,Gilmore, 406,105-1250,LAMBERT,MT,59243,M,N,18000,6.9,0,0
Moira,Henseler, 208,117-1640,PRIEST RIVER,ID,83856,S,Y,38000,7.8,3300,3300
Fatma,Lebib, 708,133-2060,BEARDSTOWN,IL,62618,M,N,79000,3.0,0,0
Vlado,Baxter, 775,107-1731,LAS VEGAS,NV,89118,S,Y,90000,0.0,0,0
Manindra,Nikander, 860,101-1696,SCOTLAND,CT,06264,S,N,16500,5.0,12750,0
Heung,Ahn, 207,174-1597,BROOKTON,ME,04413,S,Y,48000,8.5,2850,2850
Loganath,McKinley, 401,121-1449,WESTERLY,RI,02891,S,Y,100000,0.0,0,0
Opher,Sittig, 912,174-1698,LAGRANGE,GA,30240,M,N,55500,6.0,0,0
Renganathan,Kadhim, 801,199-1045,RIVERTON,UT,84065,M,Y,43500,7.0,0,2475
Puri,Korein, 318,111-1602,SLAUGHTER,LA,70777,M,N,1000,2.0,0,0
Aurelio,Bael, 401,186-1314,WARWICK,RI,02887,M,N,36000,0.0,0,0
Cathleen,Worthington, 208,185-1531,RIGGINS,ID,83549,S,Y,82500,7.8,3300,3300
Agma,Dillon, 662,158-1582,HICKORY,MS,39332,M,N,56000,5.0,0,0
Randi,Luke, 603,135-1563,CONCORD,NH,03302,S,Y,63000,0.0,0,0
Pericles,Welham, 402,192-1316,COMSTOCK,NE,68828,M,N,45000,6.84,0,0
Saleem,Alhajj, 304,109-1454,CHARLESTON,WV,25338,M,N,43000,5.3100004,0,0
Tariq,McFarlin, 404,127-1550,MOUNT BERRY,GA,30149,S,Y,92000,6.0,2700,3000
Aiko,Piccolo, 207,170-1298,LINCOLN,ME,04457,S,Y,91500,8.5,2850,2850
Nacer,Pappas, 405,178-1399,TULSA,OK,74130,S,Y,44000,6.25,1000,1000
Ivan,Erdmenger, 785,177-1705,OVERLAND PARK,KS,66223,M,N,30500,6.45,0,0
Waheed,Nedjah, 907,150-1173,ILIAMNA,AK,99606,M,N,8000,0.0,0,0
Toneluh,Ikei, 715,151-1379,OCONTO FALLS,WI,54154,S,Y,43000,5.193535,700,400
JoAnne,Werling, 971,190-1713,SPRINGFIELD,OR,97475,M,N,7000,9.0,0,0
Sihem,Swartout, 623,171-1379,GLENDALE,AZ,85306,M,N,3000,2.87,0,0
Jiakeng,Weibel, 808,180-1403,AIEA,HI,96701,S,Y,28000,6.086842,1040,1040
Gigliola,Mundy, 865,184-1712,PIGEON FORGE,TN,37863,S,Y,58500,0.0,0,0
Chirag,Shiple, 765,174-1098,MONTICELLO,IN,47960,S,Y,73500,3.4,1000,1000
Lois,Draws, 404,147-1674,BUFORD,GA,30519,M,N,43500,6.0,0,0
Janathan,Anguita, 415,197-2020,BENTON,CA,93512,M,N,48000,9.3,0,0
Selmer,Rotics, 603,189-1716,MANCHESTER,NH,03104,M,N,27000,0.0,0,0
Sreenivas,Zhiltzova, 701,121-1594,WASHBURN,ND,58577,S,Y,31500,2.120866,3300,3300
Avra,Rodman, 229,148-1797,SAVANNAH,GA,31410,S,Y,67000,6.0,2700,3000
Rix,Pena, 508,128-1331,EAST WAREHAM,MA,02538,S,Y,39500,5.3,3575,1000
Teruhiro,Solworth, 716,100-1128,HICKSVILLE,NY,11801,S,N,62000,4.3128047,0,0
Sudipta,Nogi, 859,184-1007,WATER VALLEY,KY,42085,M,N,26500,3.3055556,0,0
Wafa,Patrick, 843,124-2019,MONTMORENCI,SC,29839,M,N,15000,7.0,0,0
Wook,Montenyohl, 864,122-1145,REIDVILLE,SC,29375,S,Y,97500,7.0,3300,3300
Kee,Groger, 816,151-1579,KANSAS CITY,MO,64121,M,N,9000,6.0,0,0
Miron,Mezzalama, 818,123-1146,DUNCANS MILLS,CA,95430,S,Y,37500,8.361121,87,272
Paraskevas,Dalphin, 479,165-1292,TAYLOR,AR,71861,S,Y,84500,7.0,20,20
Rasiah,Gerlich, 404,179-1902,CHAUNCEY,GA,31011,S,Y,56000,6.0,2700,3000
Shefali,Osmani, 618,138-1266,WRIGHTS,IL,62098,S,Y,24500,3.0,2000,2000
Niclas,Shillner, 276,131-1951,ALEXANDRIA,VA,22333,M,N,94500,5.75,0,0
Cord,Verykios, 304,108-1068,ROCK CREEK,WV,25174,M,N,18500,3.595,0,0
Chrisila,Babad, 623,147-1970,TUCSON,AZ,85709,S,Y,81500,3.97825,2100,2300
Bhanu,Strothotte, 206,183-1791,MALOTT,WA,98829,M,N,62000,0.0,0,0
Piergiulio,Quesada, 303,140-1463,GRAND JUNCTION,CO,81506,S,Y,57500,4.63,0,0
Yuzhong,Schwandt, 304,199-1827,SWISS,WV,26690,S,Y,76000,6.5,2000,2000
Srilekha,Eickermann, 480,108-1832,TACNA,AZ,85352,S,Y,62500,3.68375,2100,2300
Wanghong,Oettinger, 970,144-1522,ARLINGTON,CO,81021,M,N,74500,4.63,0,0
Moheb,Musliner, 401,111-1934,MIDDLETOWN,RI,02842,M,N,27000,0.0,0,0
Alanoly,Cam, 307,116-1717,POINT OF ROCKS,WY,82942,S,Y,57500,0.0,0,0
Kui,Feigenbaum, 908,140-1163,PISCATAWAY,NJ,08855,M,N,27500,1.5182812,0,0
Yuuji,Ghazalie, 513,141-1569,ANSONIA,OH,45303,S,Y,64500,2.687095,1300,1300
Satu,Sinthupinyo, 307,140-1263,ROCK SPRINGS,WY,82902,S,Y,46500,0.0,0,0
Hyunsoo,MacRobert, 860,107-1467,HARTFORD,CT,06150,M,N,23500,5.0,0,0
Lijing,Mehrmann, 303,117-1841,MONTROSE,CO,81403,M,N,38500,4.63,0,0
Giancarlo,Duntsch, 802,103-1369,EAST ARLINGTON,VT,05252,S,Y,37500,3.7512054,3300,3300
Cung,Diehl, 860,197-1420,MANCHESTER,CT,06040,M,N,34500,5.0,0,0
Stamatina,Dorsett, 786,136-1146,TAMPA,FL,33608,M,Y,97000,0.0,0,0
Roman,Cecil, 608,155-1093,ORFORDVILLE,WI,53576,S,Y,90500,6.018854,700,400
Neville,Zhang, 971,181-1000,GRANTS PASS,OR,97528,S,Y,37000,9.0,159,159
Pedrito,Batz, 706,114-1238,WOODSTOCK,GA,30188,M,N,6000,5.2,0,0
Hongzhong,Miculan, 334,147-1542,CUBA,AL,36907,M,N,27500,5.0,0,0
Juliet,Parrow, 620,108-1832,GARFIELD,KS,67529,M,N,87500,6.45,0,0
Danijela,Rector, 708,111-1639,ORANGEVILLE,IL,61060,M,N,81500,3.0,0,0
Harjit,Reitz, 801,160-2083,GLENDALE,UT,84729,S,Y,55000,7.0,2475,2475
Fangqing,Fiutem, 605,131-2026,LITTLE EAGLE,SD,57639,S,Y,66500,0.0,0,0
Celso,Kretser, 763,113-1836,MANKATO,MN,56001,S,Y,85500,7.85,3300,3300
Naima,Cannon, 207,103-2031,HARTLAND,ME,04943,M,N,18500,8.5,0,0
Brett,Bent, 515,174-1597,LUXEMBURG,IA,52056,M,N,86000,8.98,0,0
Namyun,Jesse, 435,109-1937,RUSH VALLEY,UT,84069,S,Y,71000,7.0,2475,2475
Bakhadyr,Baer, 302,125-1548,KENTON,DE,19955,S,N,90500,5.95,110,0
Ireneusz,Aberth, 406,165-1992,MARTINSDALE,MT,59053,M,N,64500,6.9,0,0
Lynette,Haselbock, 509,155-1779,LILLIWAUP,WA,98555,M,N,66500,0.0,0,0
Qinru,Rafter, 267,179-2007,DORNSIFE,PA,17823,M,N,93500,3.07,0,0
Ostap,Gils, 401,129-1752,NORTH KINGSTOWN,RI,02852,S,Y,48500,0.0,0,0
Chengwen,Konrad, 802,121-1648,RANDOLPH CENTER,VT,05061,S,Y,49000,3.9800034,3300,3300
Hou,Pichappan, 337,121-1144,LA PLACE,LA,70069,M,N,72500,6.0,0,0
Yoko,Prokopowicz, 731,151-1511,CUMBERLAND FURNACE,TN,37051,S,Y,10500,0.0,0,0
Jiming,Duijvestijn, 401,169-1592,PROVIDENCE,RI,02912,S,Y,2500,0.0,0,0
Barbel,Lukassen, 718,195-1290,GILBOA,NY,12076,M,N,34000,4.15061,0,0
Jiandong,Hasselbring, 202,128-1251,WASHINGTON,DC,20289,S,Y,29000,8.775,1370,1370
Nic,Aknine, 402,146-1773,BROCK,NE,68320,M,N,73500,6.84,0,0
Lunjiang,Pozo, 770,147-1270,NEWTON,GA,39870,M,N,79500,6.0,0,0
Epaminondas,Walrath, 605,134-1662,JEFFERSON,SD,57038,M,N,75500,0.0,0,0
Dongdai,Goda, 479,151-1874,SEARCY,AR,72149,M,N,52500,7.0,0,0
Haihong,Orlando, 307,105-1833,GLENDO,WY,82213,M,Y,47500,0.0,0,0
Daina,Ihrig, 240,161-1852,BURTONSVILLE,MD,20866,M,N,3000,4.75,0,0
Takuya,Bittan, 907,162-1290,INDIAN,AK,99540,M,N,80500,0.0,0,0
Kazuharu,Choukair, 337,136-2008,NEW ORLEANS,LA,70142,S,Y,46500,6.0,4500,1000
Chizuko,Hardavellas, 210,150-1260,DALLAS,TX,75374,M,N,60000,0.0,0,0
Wilsin,Angel, 351,151-1974,WHEELWRIGHT,MA,01094,S,Y,51500,5.3,3575,1000
Hausi,Mackenthun, 308,191-1119,HOLSTEIN,NE,68950,M,N,10500,3.9985063,0,0
Herschel,Kouzes, 301,121-1044,DOWELL,MD,20629,M,Y,11000,4.75,0,2400
Minh,Kamiyama, 773,148-1976,CHATSWORTH,IL,60921,M,N,47000,3.0,0,0
Shigeyoshi,Kogge, 559,193-1296,SNELLING,CA,95369,M,N,3500,1.0,0,0
Jongsuk,Tague, 304,140-1168,KEARNEYSVILLE,WV,25430,S,Y,59000,6.4300003,2000,2000
Cristopher,Orsini, 864,128-1051,RIDGELAND,SC,29936,M,N,1000,2.5,0,0
Maxwell,Billaud, 208,112-1255,NEWDALE,ID,83436,S,Y,74500,7.8,3300,3300
Pavla,Kamsties, 662,155-2079,ELLIOTT,MS,38926,M,N,5000,3.0,0,0
Fulong,Selenyi, 702,169-1097,LAS VEGAS,NV,89155,M,N,45000,0.0,0,0
Object,Lutrell, 802,106-1130,WILMINGTON,VT,05363,S,Y,9500,3.6,3300,3300
Piere,Chmeiss, 701,176-1986,BISMARCK,ND,58504,S,Y,39500,2.213604,3300,3300
Rachael,Grable, 907,134-1657,MINTO,AK,99758,S,Y,55500,0.0,0,0
Bassel,Krikelis, 972,183-1310,EL PASO,TX,79980,M,N,48000,0.0,0,0
Gentaro,Bergsten, 801,190-1213,SALT LAKE CITY,UT,84103,M,N,67000,7.0,0,0
Suman,Presso, 864,100-1646,NORRIS,SC,29667,M,N,92000,7.0,0,0
Natividad,Knowles, 719,188-1311,BOULDER,CO,80314,S,Y,16500,4.63,0,0
Xiaohan,Powell, 501,104-1832,DIAMOND CITY,AR,72630,M,N,60500,7.0,0,0
Kincade,Bolbourn, 636,193-2016,DELTA,MO,63744,S,Y,19000,6.0,2100,1200
Lene,Manocha, 251,138-1665,WOODSTOCK,AL,35188,S,Y,74500,5.0,1500,300
Yashishi,Strasser, 607,115-1138,NORTH HOOSICK,NY,12133,M,N,50000,4.243293,0,0
Yde,Legato, 828,192-1220,SHAWBORO,NC,27973,M,N,27000,6.298951,0,0
Hafedh,Yamaashi, 308,121-1416,WAVERLY,NE,68462,M,N,5000,3.0217428,0,0
Lenny,Rosar, 484,188-1811,GREENSBURG,PA,15601,M,N,73000,3.07,0,0
Jinxin,Motwani, 757,100-1228,RICHMOND,VA,23227,M,N,47000,5.75,0,0
Akiko,Olshen, 252,135-1959,CONNELLYS SPRINGS,NC,28612,M,N,90000,7.6206293,0,0
Iannis,Hixon, 207,175-1803,STILLWATER,ME,04489,M,N,48500,8.5,0,0
Marilynn,Flexer, 818,192-1816,LOS ANGELES,CA,90093,M,N,90500,9.3,0,0
Jami,Cichocki, 505,178-1006,POLVADERA,NM,87828,M,N,82500,5.3,0,0
Grady,Pfleeger, 325,101-1880,CLUTE,TX,77531,S,Y,87000,0.0,0,0
Laurel,Livadas, 406,194-1404,TERRY,MT,59349,M,N,500,1.0,0,0
Belynda,Powers, 413,105-1428,SOUTH EGREMONT,MA,01258,M,N,73500,5.3,0,0
Haibin,Tahe, 701,175-1302,FINGAL,ND,58031,S,Y,19000,2.1,3300,3300
Bodo,Koide, 702,121-2045,RENO,NV,89506,M,N,30500,0.0,0,0
Arnon,Rozoy, 304,155-1383,CANVAS,WV,26662,M,Y,92000,6.5,0,2000
Tatsuro,Piltz, 240,197-1721,GAITHERSBURG,MD,20898,S,Y,12000,4.75,2400,2400
Vinodh,Horiuchi, 234,154-1782,PENINSULA,OH,44264,M,N,47000,2.1061845,0,0
Hiromu,Fawaz, 617,165-1988,HARVARD,MA,01451,M,Y,65000,5.3,0,1000
Houssem,Smalley, 814,198-1258,MARTINDALE,PA,17549,M,N,60500,3.07,0,0
Assef,Melichar, 228,162-1306,JACKSON,MS,39213,S,Y,58000,5.0,6000,1500
Phipps,Leeper, 812,142-1469,FORT WAYNE,IN,46801,S,Y,85500,3.4,1000,1000
Gerie,Amandi, 912,198-1921,TALBOTTON,GA,31827,M,N,90000,6.0,0,0
Danae,Bian, 330,199-1859,CANTON,OH,44711,M,N,75500,3.0522385,0,0
Husni,Nayani, 901,139-1730,MONROE,TN,38573,M,N,26000,0.0,0,0
JiYoung,Pordes, 803,181-1447,GREAT FALLS,SC,29055,S,N,51500,7.0,3300,0
Cezary,Demizu, 985,176-1767,PLATTENVILLE,LA,70393,M,N,84000,6.0,0,0
Benet,Wolff, 505,100-1496,ALBUQUERQUE,NM,87109,M,N,46500,5.3,0,0
Sorana,Costilla, 860,159-1282,WEST CORNWALL,CT,06796,S,Y,52000,5.0,12750,0
Baher,Bauknecht, 815,199-1827,ALBERS,IL,62215,M,N,68000,3.0,0,0
Narendra,Lamsweerde, 614,194-1717,SPRINGFIELD,OH,45506,M,N,33000,1.6414565,0,0
